15322418 [Pos{x=2624, y=0, z=2848}, Pos{x=1120, y=0, z=1920}, Pos{x=3040, y=0, z=2304}, Pos{x=2912, y=0, z=64}, Pos{x=512, y=0, z=-2336}]
4474436433 [Pos{x=-2848, y=0, z=-1536}, Pos{x=3040, y=0, z=2048}, Pos{x=3040, y=0, z=2752}, Pos{x=2832, y=0, z=-2032}, Pos{x=1104, y=0, z=2864}]
4482582851 [Pos{x=64, y=0, z=-3072}, Pos{x=1840, y=0, z=304}, Pos{x=2976, y=0, z=2656}, Pos{x=3040, y=0, z=384}, Pos{x=-2656, y=0, z=960}]
4486788378 [Pos{x=-832, y=0, z=512}, Pos{x=-1952, y=0, z=-1600}, Pos{x=-2848, y=0, z=-1984}, Pos{x=-1248, y=0, z=2048}, Pos{x=1568, y=0, z=-2368}]
4489156303 [Pos{x=-1120, y=0, z=32}, Pos{x=560, y=0, z=2832}, Pos{x=3040, y=0, z=1664}, Pos{x=1120, y=0, z=-3008}, Pos{x=1376, y=0, z=1024}]
4490183931 [Pos{x=2112, y=0, z=864}, Pos{x=2448, y=0, z=-2832}, Pos{x=-2368, y=0, z=-2976}, Pos{x=3040, y=0, z=-960}, Pos{x=-2848, y=0, z=-1024}]
4494273485 [Pos{x=-1664, y=0, z=-320}, Pos{x=-2176, y=0, z=2080}, Pos{x=-1648, y=0, z=2640}, Pos{x=3040, y=0, z=2400}, Pos{x=3040, y=0, z=-1216}]
4497249741 [Pos{x=-336, y=0, z=-976}, Pos{x=64, y=0, z=1856}, Pos{x=-864, y=0, z=-2176}, Pos{x=-2464, y=0, z=-96}, Pos{x=2848, y=0, z=2880}]
4500289890 [Pos{x=-896, y=0, z=-2016}, Pos{x=608, y=0, z=2112}, Pos{x=-624, y=0, z=1456}, Pos{x=3040, y=0, z=-3008}, Pos{x=2608, y=0, z=144}]
4501596530 [Pos{x=3008, y=0, z=1792}, Pos{x=-1376, y=0, z=-2624}, Pos{x=3040, y=0, z=-2368}, Pos{x=2848, y=0, z=-2048}, Pos{x=-2736, y=0, z=-1712}]
4501885766 [Pos{x=-2432, y=0, z=1056}, Pos{x=2976, y=0, z=-1920}, Pos{x=704, y=0, z=2048}, Pos{x=3040, y=0, z=-1216}, Pos{x=1248, y=0, z=-2048}]
4503645810 [Pos{x=-2736, y=0, z=1680}, Pos{x=2592, y=0, z=1408}, Pos{x=96, y=0, z=-2912}, Pos{x=-1200, y=0, z=-2864}, Pos{x=-1184, y=0, z=3008}]
4503846004 [Pos{x=-1488, y=0, z=-432}, Pos{x=896, y=0, z=2304}, Pos{x=-1776, y=0, z=-112}, Pos{x=3040, y=0, z=1088}, Pos{x=-1920, y=0, z=2048}]
4504532702 [Pos{x=128, y=0, z=-2144}, Pos{x=-2208, y=0, z=-768}, Pos{x=-544, y=0, z=-2816}, Pos{x=-128, y=0, z=2368}, Pos{x=-2336, y=0, z=-640}]
4506149126 [Pos{x=-2656, y=0, z=1344}, Pos{x=656, y=0, z=976}, Pos{x=-2656, y=0, z=-2816}, Pos{x=1488, y=0, z=-2640}, Pos{x=-2016, y=0, z=-512}]
4510550038 [Pos{x=-1728, y=0, z=864}, Pos{x=864, y=0, z=-1216}, Pos{x=-2912, y=0, z=-2944}, Pos{x=1520, y=0, z=2544}, Pos{x=-448, y=0, z=1952}]
4513885328 [Pos{x=816, y=0, z=2256}, Pos{x=-1712, y=0, z=240}, Pos{x=-1760, y=0, z=1056}, Pos{x=-1280, y=0, z=2176}, Pos{x=3040, y=0, z=1312}]
4524769758 [Pos{x=2976, y=0, z=3040}, Pos{x=1072, y=0, z=1232}, Pos{x=2304, y=0, z=384}, Pos{x=2880, y=0, z=-64}, Pos{x=560, y=0, z=1392}]
4528995019 [Pos{x=-2752, y=0, z=-800}, Pos{x=-2592, y=0, z=2944}, Pos{x=928, y=0, z=2880}, Pos{x=3040, y=0, z=-2496}, Pos{x=2384, y=0, z=-496}]
4529282452 [Pos{x=-912, y=0, z=1424}, Pos{x=2464, y=0, z=2624}, Pos{x=288, y=0, z=2752}, Pos{x=2416, y=0, z=-2960}, Pos{x=1296, y=0, z=-1328}]
4532732219 [Pos{x=-448, y=0, z=-1376}, Pos{x=-992, y=0, z=-2944}, Pos{x=2848, y=0, z=2112}, Pos{x=1632, y=0, z=1792}, Pos{x=-1264, y=0, z=-1936}]
4533531476 [Pos{x=-2656, y=0, z=-512}, Pos{x=1728, y=0, z=1792}, Pos{x=2512, y=0, z=-1328}, Pos{x=3040, y=0, z=-1792}, Pos{x=-2224, y=0, z=-1776}]
4537552194 [Pos{x=2832, y=0, z=16}, Pos{x=-880, y=0, z=2576}, Pos{x=-1104, y=0, z=2000}, Pos{x=-1568, y=0, z=1856}, Pos{x=688, y=0, z=-1360}]
4540314433 [Pos{x=416, y=0, z=1088}, Pos{x=608, y=0, z=1792}, Pos{x=1360, y=0, z=3024}, Pos{x=-416, y=0, z=992}, Pos{x=1744, y=0, z=624}]
4541141335 [Pos{x=-2624, y=0, z=2624}, Pos{x=912, y=0, z=1808}, Pos{x=-560, y=0, z=1872}, Pos{x=-2208, y=0, z=-2048}, Pos{x=2672, y=0, z=-2096}]
4542887536 [Pos{x=-528, y=0, z=-2000}, Pos{x=1376, y=0, z=-2848}, Pos{x=528, y=0, z=-2384}, Pos{x=3040, y=0, z=-2496}, Pos{x=656, y=0, z=2384}]
4545852496 [Pos{x=784, y=0, z=272}, Pos{x=864, y=0, z=1792}, Pos{x=128, y=0, z=-2048}, Pos{x=2336, y=0, z=1088}, Pos{x=3040, y=0, z=-704}]
4546583556 [Pos{x=-880, y=0, z=16}, Pos{x=208, y=0, z=-1296}, Pos{x=-1872, y=0, z=1712}, Pos{x=2592, y=0, z=2656}, Pos{x=2208, y=0, z=-704}]
4548123382 [Pos{x=2912, y=0, z=320}, Pos{x=2416, y=0, z=3024}, Pos{x=-1040, y=0, z=-1104}, Pos{x=3040, y=0, z=-2976}, Pos{x=1200, y=0, z=48}]
4549371996 [Pos{x=-2912, y=0, z=2240}, Pos{x=96, y=0, z=-2880}, Pos{x=1824, y=0, z=-2624}, Pos{x=-1136, y=0, z=-272}, Pos{x=2704, y=0, z=-1072}]
4549501866 [Pos{x=384, y=0, z=-3072}, Pos{x=3040, y=0, z=2592}, Pos{x=-1104, y=0, z=-2096}, Pos{x=3040, y=0, z=896}, Pos{x=-96, y=0, z=2624}]
4549801339 [Pos{x=-2016, y=0, z=1472}, Pos{x=2592, y=0, z=2944}, Pos{x=2592, y=0, z=-3008}, Pos{x=2992, y=0, z=880}, Pos{x=2176, y=0, z=640}]
4550573659 [Pos{x=2016, y=0, z=1792}, Pos{x=-976, y=0, z=2928}, Pos{x=3040, y=0, z=448}, Pos{x=-2608, y=0, z=784}, Pos{x=352, y=0, z=1152}]
4551233017 [Pos{x=672, y=0, z=2816}, Pos{x=-1200, y=0, z=944}, Pos{x=-2160, y=0, z=1168}, Pos{x=-2672, y=0, z=112}, Pos{x=608, y=0, z=704}]
4555453690 [Pos{x=-176, y=0, z=-1776}, Pos{x=2336, y=0, z=1920}, Pos{x=3040, y=0, z=2656}, Pos{x=1424, y=0, z=240}, Pos{x=2576, y=0, z=2992}]
4557040371 [Pos{x=-2992, y=0, z=944}, Pos{x=-1632, y=0, z=2688}, Pos{x=2640, y=0, z=-2800}, Pos{x=1376, y=0, z=1856}, Pos{x=-1664, y=0, z=-256}]
4557364385 [Pos{x=-1568, y=0, z=-256}, Pos{x=2832, y=0, z=400}, Pos{x=2656, y=0, z=-2304}, Pos{x=-2752, y=0, z=-2816}, Pos{x=400, y=0, z=-2672}]
4558169570 [Pos{x=-144, y=0, z=720}, Pos{x=-1120, y=0, z=800}, Pos{x=-1504, y=0, z=2944}, Pos{x=736, y=0, z=2304}, Pos{x=-1184, y=0, z=0}]
4558234383 [Pos{x=672, y=0, z=-1536}, Pos{x=1632, y=0, z=-2688}, Pos{x=-224, y=0, z=-2688}, Pos{x=-1184, y=0, z=-2816}, Pos{x=1632, y=0, z=64}]
4559000852 [Pos{x=-1088, y=0, z=3040}, Pos{x=2320, y=0, z=2576}, Pos{x=-240, y=0, z=1552}, Pos{x=-2240, y=0, z=2816}, Pos{x=-112, y=0, z=-2000}]
4561928279 [Pos{x=1728, y=0, z=1312}, Pos{x=1312, y=0, z=2176}, Pos{x=3040, y=0, z=3040}, Pos{x=3040, y=0, z=2560}, Pos{x=2272, y=0, z=-1024}]
4562521942 [Pos{x=1136, y=0, z=16}, Pos{x=-2976, y=0, z=1984}, Pos{x=576, y=0, z=2304}, Pos{x=3040, y=0, z=-1920}, Pos{x=-2176, y=0, z=192}]
4564470493 [Pos{x=-1632, y=0, z=-1856}, Pos{x=3024, y=0, z=272}, Pos{x=3040, y=0, z=-384}, Pos{x=-1408, y=0, z=-3072}, Pos{x=288, y=0, z=-2368}]
4565667781 [Pos{x=-2496, y=0, z=-64}, Pos{x=1504, y=0, z=-256}, Pos{x=3040, y=0, z=-1536}, Pos{x=3040, y=0, z=1312}, Pos{x=-752, y=0, z=-1936}]
4568238138 [Pos{x=-1440, y=0, z=-1088}, Pos{x=2720, y=0, z=768}, Pos{x=288, y=0, z=-3008}, Pos{x=-2496, y=0, z=-2208}, Pos{x=-1872, y=0, z=2608}]
4568802018 [Pos{x=2272, y=0, z=-768}, Pos{x=544, y=0, z=-2336}, Pos{x=-608, y=0, z=768}, Pos{x=3040, y=0, z=1696}, Pos{x=-1424, y=0, z=-912}]
4570402150 [Pos{x=1456, y=0, z=1008}, Pos{x=-1792, y=0, z=-2528}, Pos{x=-2416, y=0, z=-2960}, Pos{x=-880, y=0, z=2800}, Pos{x=3040, y=0, z=96}]
4570583826 [Pos{x=-2656, y=0, z=1728}, Pos{x=1184, y=0, z=2752}, Pos{x=-1184, y=0, z=-1344}, Pos{x=2624, y=0, z=1664}, Pos{x=448, y=0, z=-2880}]
4570659427 [Pos{x=-1648, y=0, z=-1488}, Pos{x=1680, y=0, z=-2864}, Pos{x=-2464, y=0, z=-2304}, Pos{x=3040, y=0, z=256}, Pos{x=-864, y=0, z=2752}]
4573033241 [Pos{x=-1088, y=0, z=-1056}, Pos{x=3040, y=0, z=-2912}, Pos{x=1824, y=0, z=2304}, Pos{x=-352, y=0, z=-2816}, Pos{x=288, y=0, z=-2112}]
4581473602 [Pos{x=1760, y=0, z=-3072}, Pos{x=2912, y=0, z=2880}, Pos{x=-1472, y=0, z=-1984}, Pos{x=-2688, y=0, z=1824}, Pos{x=1920, y=0, z=1056}]
4581731552 [Pos{x=3040, y=0, z=2336}, Pos{x=2208, y=0, z=2624}, Pos{x=-720, y=0, z=-3024}, Pos{x=-2224, y=0, z=-1968}, Pos{x=2464, y=0, z=-2048}]
4582572435 [Pos{x=2000, y=0, z=240}, Pos{x=-1648, y=0, z=1744}, Pos{x=-2320, y=0, z=-2064}, Pos{x=2880, y=0, z=1888}, Pos{x=1424, y=0, z=-2864}]
4582857835 [Pos{x=1536, y=0, z=3040}, Pos{x=1328, y=0, z=1680}, Pos{x=2768, y=0, z=-16}, Pos{x=3040, y=0, z=-2752}, Pos{x=-1328, y=0, z=-16}]
4584611159 [Pos{x=1664, y=0, z=-1120}, Pos{x=-2240, y=0, z=1376}, Pos{x=-1056, y=0, z=1984}, Pos{x=1696, y=0, z=2112}, Pos{x=-608, y=0, z=-1088}]
4585016595 [Pos{x=-1104, y=0, z=1104}, Pos{x=2656, y=0, z=-1344}, Pos{x=1584, y=0, z=2224}, Pos{x=3040, y=0, z=1152}, Pos{x=2592, y=0, z=-2048}]
4586761927 [Pos{x=3040, y=0, z=-1760}, Pos{x=1376, y=0, z=224}, Pos{x=-1344, y=0, z=-768}, Pos{x=3040, y=0, z=0}, Pos{x=1056, y=0, z=-2560}]
4589985502 [Pos{x=1376, y=0, z=1920}, Pos{x=1056, y=0, z=-2240}, Pos{x=-2336, y=0, z=1152}, Pos{x=864, y=0, z=2848}, Pos{x=3040, y=0, z=2848}]
4593360930 [Pos{x=2624, y=0, z=-2912}, Pos{x=-2160, y=0, z=944}, Pos{x=-2080, y=0, z=1920}, Pos{x=-2736, y=0, z=-1040}, Pos{x=2560, y=0, z=-64}]
4593742370 [Pos{x=800, y=0, z=-1312}, Pos{x=3040, y=0, z=1536}, Pos{x=-1632, y=0, z=3008}, Pos{x=2768, y=0, z=-2512}, Pos{x=3040, y=0, z=3040}]
4596856128 [Pos{x=-1088, y=0, z=-1312}, Pos{x=1120, y=0, z=1536}, Pos{x=2832, y=0, z=48}, Pos{x=3040, y=0, z=1088}, Pos{x=2640, y=0, z=-3056}]
4597184163 [Pos{x=-2400, y=0, z=1248}, Pos{x=544, y=0, z=-3072}, Pos{x=736, y=0, z=1792}, Pos{x=-1312, y=0, z=2048}, Pos{x=3040, y=0, z=1376}]
4605154908 [Pos{x=1472, y=0, z=-1312}, Pos{x=-2432, y=0, z=1024}, Pos{x=3040, y=0, z=512}, Pos{x=-2528, y=0, z=-960}, Pos{x=1344, y=0, z=-736}]
4605276319 [Pos{x=-864, y=0, z=1728}, Pos{x=-576, y=0, z=-2816}, Pos{x=-1632, y=0, z=-2752}, Pos{x=2912, y=0, z=-768}, Pos{x=2240, y=0, z=-2048}]
4611413913 [Pos{x=-2464, y=0, z=-512}, Pos{x=-1376, y=0, z=-1152}, Pos{x=-1856, y=0, z=-2176}, Pos{x=2848, y=0, z=-2560}, Pos{x=1312, y=0, z=2752}]
4612558699 [Pos{x=-960, y=0, z=-1856}, Pos{x=-2144, y=0, z=1472}, Pos{x=3040, y=0, z=256}, Pos{x=-2992, y=0, z=2256}, Pos{x=1952, y=0, z=2688}]
4613351288 [Pos{x=3040, y=0, z=-2304}, Pos{x=1280, y=0, z=2688}, Pos{x=736, y=0, z=3040}, Pos{x=672, y=0, z=-2560}, Pos{x=2416, y=0, z=-2576}]
4616556767 [Pos{x=1440, y=0, z=1280}, Pos{x=1712, y=0, z=-1712}, Pos{x=-192, y=0, z=-2880}, Pos{x=400, y=0, z=-3056}, Pos{x=-736, y=0, z=2368}]
4620778333 [Pos{x=2896, y=0, z=-2864}, Pos{x=-2464, y=0, z=1280}, Pos{x=1408, y=0, z=-3072}, Pos{x=-2816, y=0, z=-3040}, Pos{x=2944, y=0, z=-2048}]
4624190069 [Pos{x=-2016, y=0, z=-64}, Pos{x=-384, y=0, z=1536}, Pos{x=-1200, y=0, z=2096}, Pos{x=480, y=0, z=2944}, Pos{x=-736, y=0, z=-2112}]
4625641942 [Pos{x=1920, y=0, z=320}, Pos{x=2336, y=0, z=-1280}, Pos{x=-1248, y=0, z=-512}, Pos{x=1872, y=0, z=-2736}, Pos{x=-160, y=0, z=2816}]
4626516365 [Pos{x=-1920, y=0, z=-2784}, Pos{x=1952, y=0, z=2176}, Pos{x=-800, y=0, z=640}, Pos{x=272, y=0, z=-2896}, Pos{x=928, y=0, z=2048}]
4627441930 [Pos{x=2976, y=0, z=-480}, Pos{x=-2208, y=0, z=0}, Pos{x=-1248, y=0, z=-768}, Pos{x=3040, y=0, z=1472}, Pos{x=-2416, y=0, z=2256}]
4627865288 [Pos{x=912, y=0, z=2832}, Pos{x=1424, y=0, z=-2832}, Pos{x=-960, y=0, z=-1184}, Pos{x=2784, y=0, z=0}, Pos{x=784, y=0, z=1072}]
4628243985 [Pos{x=-1968, y=0, z=1040}, Pos{x=-1392, y=0, z=-784}, Pos{x=2720, y=0, z=-2048}, Pos{x=2912, y=0, z=-2496}, Pos{x=-2352, y=0, z=2896}]
4628835268 [Pos{x=1312, y=0, z=896}, Pos{x=2240, y=0, z=768}, Pos{x=2656, y=0, z=-2816}, Pos{x=-1872, y=0, z=-2800}, Pos{x=192, y=0, z=928}]
4631402947 [Pos{x=0, y=0, z=1824}, Pos{x=-2720, y=0, z=-2368}, Pos{x=-1296, y=0, z=656}, Pos{x=1152, y=0, z=-2816}, Pos{x=3040, y=0, z=-2560}]
4632186845 [Pos{x=-976, y=0, z=848}, Pos{x=2912, y=0, z=-2368}, Pos{x=2608, y=0, z=3024}, Pos{x=2336, y=0, z=1728}, Pos{x=-768, y=0, z=-2848}]
4636873443 [Pos{x=2416, y=0, z=2800}, Pos{x=96, y=0, z=-1024}, Pos{x=2912, y=0, z=-1088}, Pos{x=3040, y=0, z=-1920}, Pos{x=1552, y=0, z=-80}]
4638569145 [Pos{x=1120, y=0, z=-1440}, Pos{x=-688, y=0, z=-720}, Pos{x=3040, y=0, z=-512}, Pos{x=3040, y=0, z=-64}, Pos{x=-1824, y=0, z=-1408}]
4638803667 [Pos{x=1440, y=0, z=-352}, Pos{x=-2720, y=0, z=2816}, Pos{x=2848, y=0, z=-2112}, Pos{x=-352, y=0, z=2048}, Pos{x=2464, y=0, z=1152}]
4644056529 [Pos{x=-880, y=0, z=528}, Pos{x=1440, y=0, z=704}, Pos{x=3040, y=0, z=3008}, Pos{x=-2608, y=0, z=-496}, Pos{x=-928, y=0, z=1344}]
4644555923 [Pos{x=2240, y=0, z=-1280}, Pos{x=2224, y=0, z=2544}, Pos{x=3040, y=0, z=-448}, Pos{x=-1376, y=0, z=2560}, Pos{x=2912, y=0, z=2048}]
4645541951 [Pos{x=2272, y=0, z=-3072}, Pos{x=-2176, y=0, z=-2400}, Pos{x=-1488, y=0, z=-2800}, Pos{x=2656, y=0, z=-768}, Pos{x=-1728, y=0, z=1184}]
4650009688 [Pos{x=-1888, y=0, z=2560}, Pos{x=-416, y=0, z=-1792}, Pos{x=3040, y=0, z=-1440}, Pos{x=3040, y=0, z=1792}, Pos{x=3040, y=0, z=2880}]
4651989735 [Pos{x=2176, y=0, z=3040}, Pos{x=-1200, y=0, z=2000}, Pos{x=1664, y=0, z=-3072}, Pos{x=-2496, y=0, z=-2304}, Pos{x=1104, y=0, z=1296}]
4652090131 [Pos{x=-160, y=0, z=2112}, Pos{x=784, y=0, z=1648}, Pos{x=-2720, y=0, z=2752}, Pos{x=3040, y=0, z=2368}, Pos{x=320, y=0, z=-1024}]
4654267346 [Pos{x=-640, y=0, z=2304}, Pos{x=640, y=0, z=1664}, Pos{x=-2016, y=0, z=-960}, Pos{x=-1408, y=0, z=-3072}, Pos{x=2528, y=0, z=-64}]
4656184433 [Pos{x=944, y=0, z=1808}, Pos{x=-2176, y=0, z=-2432}, Pos{x=3040, y=0, z=1344}, Pos{x=2608, y=0, z=2096}, Pos{x=3040, y=0, z=-384}]
4663486821 [Pos{x=-992, y=0, z=-3008}, Pos{x=-2752, y=0, z=-352}, Pos{x=1376, y=0, z=-2304}, Pos{x=1888, y=0, z=2432}, Pos{x=-2704, y=0, z=-2608}]
4663759808 [Pos{x=-1104, y=0, z=-2032}, Pos{x=2464, y=0, z=1056}, Pos{x=-736, y=0, z=1952}, Pos{x=3040, y=0, z=-832}, Pos{x=1440, y=0, z=1856}]
4667560504 [Pos{x=-864, y=0, z=-2592}, Pos{x=1344, y=0, z=-2944}, Pos{x=1712, y=0, z=-1936}, Pos{x=-1408, y=0, z=-1056}, Pos{x=288, y=0, z=-1472}]
4667580076 [Pos{x=3024, y=0, z=1232}, Pos{x=1120, y=0, z=-2304}, Pos{x=2816, y=0, z=3040}, Pos{x=2976, y=0, z=2112}, Pos{x=-2128, y=0, z=2896}]
4668825007 [Pos{x=448, y=0, z=-3072}, Pos{x=-2720, y=0, z=-3072}, Pos{x=2256, y=0, z=2000}, Pos{x=3040, y=0, z=160}, Pos{x=-944, y=0, z=528}]
4669312825 [Pos{x=-304, y=0, z=1936}, Pos{x=1968, y=0, z=816}, Pos{x=-1648, y=0, z=496}, Pos{x=-2416, y=0, z=-16}, Pos{x=416, y=0, z=-800}]
4670609499 [Pos{x=2688, y=0, z=-32}, Pos{x=-1568, y=0, z=-3072}, Pos{x=1264, y=0, z=2096}, Pos{x=-1392, y=0, z=1168}, Pos{x=-624, y=0, z=-784}]
4670704959 [Pos{x=-1264, y=0, z=112}, Pos{x=-736, y=0, z=-1856}, Pos{x=-2208, y=0, z=-1984}, Pos{x=592, y=0, z=-2992}, Pos{x=256, y=0, z=2752}]
4673212936 [Pos{x=848, y=0, z=-240}, Pos{x=1744, y=0, z=1264}, Pos{x=2464, y=0, z=1600}, Pos{x=1888, y=0, z=2464}, Pos{x=-608, y=0, z=1216}]
4673698597 [Pos{x=-1056, y=0, z=2336}, Pos{x=432, y=0, z=-1072}, Pos{x=-1264, y=0, z=-976}, Pos{x=-1504, y=0, z=3008}, Pos{x=1760, y=0, z=2176}]
4673812344 [Pos{x=-1376, y=0, z=1024}, Pos{x=1920, y=0, z=1984}, Pos{x=416, y=0, z=2752}, Pos{x=-272, y=0, z=2960}, Pos{x=-880, y=0, z=-80}]
4676737858 [Pos{x=-1648, y=0, z=-1520}, Pos{x=-416, y=0, z=2688}, Pos{x=-2304, y=0, z=3040}, Pos{x=2848, y=0, z=1472}, Pos{x=2144, y=0, z=0}]
4677729716 [Pos{x=-2848, y=0, z=1024}, Pos{x=1072, y=0, z=-2832}, Pos{x=2656, y=0, z=1792}, Pos{x=2912, y=0, z=2944}, Pos{x=2176, y=0, z=-2176}]
4677793015 [Pos{x=1760, y=0, z=768}, Pos{x=-2416, y=0, z=464}, Pos{x=-1696, y=0, z=-1664}, Pos{x=-416, y=0, z=2432}, Pos{x=3040, y=0, z=1056}]
4678747246 [Pos{x=1440, y=0, z=-576}, Pos{x=1536, y=0, z=3040}, Pos{x=3040, y=0, z=32}, Pos{x=3040, y=0, z=2464}, Pos{x=3040, y=0, z=-1728}]
4678878342 [Pos{x=-1216, y=0, z=-448}, Pos{x=-1616, y=0, z=-1552}, Pos{x=3040, y=0, z=-2976}, Pos{x=-2528, y=0, z=512}, Pos{x=-1696, y=0, z=2560}]
4681709756 [Pos{x=128, y=0, z=3040}, Pos{x=-2752, y=0, z=352}, Pos{x=3040, y=0, z=-512}, Pos{x=-2208, y=0, z=2240}, Pos{x=2272, y=0, z=1216}]
4682906188 [Pos{x=-816, y=0, z=2032}, Pos{x=-2528, y=0, z=-1280}, Pos{x=336, y=0, z=-1520}, Pos{x=1392, y=0, z=-2768}, Pos{x=3040, y=0, z=-2496}]
4683123856 [Pos{x=3040, y=0, z=-96}, Pos{x=0, y=0, z=-2912}, Pos{x=-1488, y=0, z=2992}, Pos{x=-2176, y=0, z=3040}, Pos{x=-2688, y=0, z=800}]
4683634944 [Pos{x=-384, y=0, z=-2592}, Pos{x=2496, y=0, z=-224}, Pos{x=3040, y=0, z=2944}, Pos{x=-864, y=0, z=-2816}, Pos{x=2848, y=0, z=-3008}]
4684617304 [Pos{x=720, y=0, z=-2928}, Pos{x=1552, y=0, z=2000}, Pos{x=-2400, y=0, z=64}, Pos{x=-1728, y=0, z=2144}, Pos{x=3040, y=0, z=320}]
4685152991 [Pos{x=192, y=0, z=-3072}, Pos{x=2096, y=0, z=-1040}, Pos{x=3040, y=0, z=-672}, Pos{x=-2304, y=0, z=-2496}, Pos{x=-832, y=0, z=-96}]
4688733244 [Pos{x=1376, y=0, z=-896}, Pos{x=-1904, y=0, z=464}, Pos{x=2624, y=0, z=2944}, Pos{x=-2816, y=0, z=2688}, Pos{x=80, y=0, z=-2192}]
4690319657 [Pos{x=1120, y=0, z=-2368}, Pos{x=-48, y=0, z=1936}, Pos{x=3040, y=0, z=2720}, Pos{x=3040, y=0, z=-192}, Pos{x=48, y=0, z=-1840}]
4690939822 [Pos{x=384, y=0, z=-3072}, Pos{x=2880, y=0, z=-2816}, Pos{x=-1632, y=0, z=1600}, Pos{x=2944, y=0, z=1280}, Pos{x=-1712, y=0, z=-1008}]
4690950071 [Pos{x=-2208, y=0, z=-3040}, Pos{x=1744, y=0, z=-2320}, Pos{x=2304, y=0, z=-1632}, Pos{x=-1008, y=0, z=912}, Pos{x=-832, y=0, z=2592}]
4691556936 [Pos{x=-2208, y=0, z=2624}, Pos{x=-448, y=0, z=-1376}, Pos{x=-928, y=0, z=-2368}, Pos{x=208, y=0, z=-2864}, Pos{x=-2400, y=0, z=-2368}]
4691792478 [Pos{x=1376, y=0, z=-2560}, Pos{x=-1504, y=0, z=-2112}, Pos{x=-1424, y=0, z=-3024}, Pos{x=2240, y=0, z=-2976}, Pos{x=-1536, y=0, z=-1056}]
4693137023 [Pos{x=336, y=0, z=1488}, Pos{x=-2704, y=0, z=1584}, Pos{x=2352, y=0, z=176}, Pos{x=3024, y=0, z=-688}, Pos{x=-1264, y=0, z=-1200}]
4693828531 [Pos{x=1904, y=0, z=-2960}, Pos{x=1744, y=0, z=-1872}, Pos{x=2656, y=0, z=2176}, Pos{x=-368, y=0, z=-1264}, Pos{x=3040, y=0, z=-1568}]
4695765923 [Pos{x=-80, y=0, z=-1296}, Pos{x=-2656, y=0, z=-576}, Pos{x=1856, y=0, z=2464}, Pos{x=3040, y=0, z=-2432}, Pos{x=-192, y=0, z=1536}]
4695957957 [Pos{x=1376, y=0, z=2560}, Pos{x=-1696, y=0, z=3040}, Pos{x=1376, y=0, z=-832}, Pos{x=2208, y=0, z=-2624}, Pos{x=2304, y=0, z=2048}]
4696013515 [Pos{x=-1200, y=0, z=-2960}, Pos{x=2672, y=0, z=-1616}, Pos{x=-1776, y=0, z=-2480}, Pos{x=-2736, y=0, z=80}, Pos{x=2528, y=0, z=2048}]
4697015962 [Pos{x=2768, y=0, z=-1232}, Pos{x=2592, y=0, z=736}, Pos{x=3040, y=0, z=-2624}, Pos{x=-1536, y=0, z=-960}, Pos{x=-2672, y=0, z=-3024}]
4699366750 [Pos{x=-1200, y=0, z=3024}, Pos{x=2128, y=0, z=2096}, Pos{x=-256, y=0, z=-2944}, Pos{x=3040, y=0, z=-672}, Pos{x=1312, y=0, z=-3008}]
4701708643 [Pos{x=1408, y=0, z=3040}, Pos{x=832, y=0, z=-2272}, Pos{x=2576, y=0, z=-2992}, Pos{x=2896, y=0, z=-2512}, Pos{x=1440, y=0, z=1920}]
4702109766 [Pos{x=-1952, y=0, z=-576}, Pos{x=976, y=0, z=-2608}, Pos{x=2656, y=0, z=-2816}, Pos{x=2640, y=0, z=-2096}, Pos{x=-1696, y=0, z=-1280}]
4702775016 [Pos{x=1120, y=0, z=480}, Pos{x=160, y=0, z=-2816}, Pos{x=-1072, y=0, z=-2160}, Pos{x=1008, y=0, z=3024}, Pos{x=2464, y=0, z=832}]
4702891850 [Pos{x=-128, y=0, z=2208}, Pos{x=-1328, y=0, z=2032}, Pos{x=3040, y=0, z=2048}, Pos{x=2704, y=0, z=1744}, Pos{x=1632, y=0, z=-3072}]
4703353340 [Pos{x=2656, y=0, z=1344}, Pos{x=3040, y=0, z=-576}, Pos{x=272, y=0, z=-2416}, Pos{x=1424, y=0, z=1776}, Pos{x=2304, y=0, z=-160}]
4708863039 [Pos{x=1168, y=0, z=-944}, Pos{x=2320, y=0, z=1936}, Pos{x=-1760, y=0, z=2016}, Pos{x=992, y=0, z=2752}, Pos{x=-1424, y=0, z=240}]
4711254952 [Pos{x=-2016, y=0, z=-1824}, Pos{x=1376, y=0, z=-1184}, Pos{x=3040, y=0, z=736}, Pos{x=2896, y=0, z=2800}, Pos{x=-416, y=0, z=-1024}]
4712647111 [Pos{x=1808, y=0, z=-1936}, Pos{x=-1504, y=0, z=-2368}, Pos{x=-2048, y=0, z=512}, Pos{x=3040, y=0, z=-2624}, Pos{x=1312, y=0, z=-1088}]
4713371725 [Pos{x=-2784, y=0, z=-2208}, Pos{x=-688, y=0, z=2128}, Pos{x=2912, y=0, z=-2816}, Pos{x=-2176, y=0, z=1056}, Pos{x=-832, y=0, z=-3072}]
4713989341 [Pos{x=-2976, y=0, z=-768}, Pos{x=1600, y=0, z=-1728}, Pos{x=-1952, y=0, z=3040}, Pos{x=-2256, y=0, z=2800}, Pos{x=2704, y=0, z=16}]
